video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0113,01,这个时候公司的估值业绩都得到确认，我们觉得是机会。,1.0,1.0,0.6,0.0,Strong Positive,train
video_0114,01,周一不会特别好的。,-1.0,-1.0,-1.0,0.0,Strong Negative,train
video_0115,01,你说有必要吗，真的没有必要，所以我们从这个地方得到一个解释，就是股市他也不会一直涨任何行业他也不会说没有衰退期。,0.0,-0.6,-0.6,0.2,Neutral,train
video_0116,01,比如说资产负债表的几个比例是三道杠你都要符合标准，所以现在这一两年肯定很痛苦的，当然未来这个房地产行业它正常运行总是可以的。,0.0,1.0,-0.6,1.0,Neutral,train
video_0117,01,毕竟你来市场的目的就是证明嘛对吧，有简单题干嘛不去做简单题反而做难题呢，所以对于锂矿方向我们当时肯定不去。,-0.4,-0.6,-0.2,0.2,Weak Negative,train
video_0118,01,这是一类第2类的话什么的是涨价板块，今天的话市场最明显的就是这个板块有赚钱效应。,0.0,0.6,0.6,0.6,Neutral,train
video_0118,02,而钢铁煤炭有色化工化纤这些的话叫涨价就是周期股。,0.0,0.0,0.2,0.6,Neutral,train
video_0119,01,锂电锂电方面的一些锂矿，我觉得还是有机会，那么下周8月10号有一个叫SD盐湖会上来。,1.0,0.6,1.0,0.0,Strong Positive,train
video_0120,01,所以说所谓的这个明年，我之所以大家认为半导体这个行业它可能不是那么的景气，不是因为需求不景气，而是因为供给上来了。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0121,01,为什么因为他们业绩的话跟他们的估值不够匹配啊，我们之前说过他跟光伏不一样，光伏我们的龙头企业真的是有赚钱能力。,-0.2,0.6,-0.6,-0.2,Neutral,train
video_0121,02,真的是有盈利能力，但是目前的话，半导体他们更多还是处在一个就是国产替代的一个初期阶段，他还没有把他目前的部分的这个专利啊，或者说是技术转化为实实在在的业绩。,-0.4,0.2,0.6,0.0,Weak Negative,train
video_0121,03,所以说10月31号以后这个半导体这个板块的话还是有看头的。,0.6,1.0,0.6,0.0,Weak Positive,train
video_0122,01,股市见顶了，在一片悲观情绪当中股市见底了，那这个同样适用于各个板块，就当你所有人都知道都认为他好，你认为这真的是机会吗。,0.0,-0.6,-0.2,0.2,Neutral,train
video_0122,02,你应该保持着一颗警惕心，我在里面没有赚钱，至少我不能亏钱，我哪怕敬而远之我不买这样也可以。,0.0,-0.6,-0.6,-0.2,Neutral,train
video_0123,01,我觉得锂矿现在反正我宁愿去毛指数里面买。,-0.4,-0.6,0.0,1.0,Weak Negative,train
video_0124,01,继续在维持高位的一个震荡。,0.0,0.0,0.6,0.0,Neutral,train
video_0125,01,想切换的话还是需要时间，节前的那个周期股的下跌埋了太多的资金。,-1.0,-0.6,-0.6,0.0,Strong Negative,train
video_0125,02,其实在节前已经被埋了，来了之后的话市场就缩量。,-0.8,-0.6,-0.6,0.0,Strong Negative,train
video_0125,03,缩量的话就意味着没有人来解救他。,-1.0,-1.0,-1.0,0.0,Strong Negative,train
video_0125,04,都是腰斩式的下跌极为罕见，所以说这种情况下现在资金就跑到了前期跌幅比较多的品种里面。,0.2,-0.6,-0.6,0.2,Neutral,train
video_0125,05,那么今天最强的一个板块就是地产。,0.0,0.2,0.6,0.0,Neutral,train
video_0126,01,有一些跟双减没关系的教育类的公司跌得比较惨的，就是我们看到的一个现象啊。,-0.2,-0.6,-0.6,0.4,Neutral,train
video_0126,02,这个应该是电子烟啊，或者是这个烟包装各方面有关系的，结果连续涨停板。,-0.6,-0.6,0.6,0.0,Weak Negative,train
video_0126,03,你在低位做个小反弹，对一些职业教育类的公司是可以的，没有大问题。,0.4,0.6,0.6,-0.2,Weak Positive,train
video_0127,01,反正时间追上去也不一定能占到便宜，我等一段时间说不定能占到便宜稍微等一等，毕竟机会多的是低位我们再去挑吗，还是能挑的到。,0.0,0.2,0.6,0.6,Neutral,train
video_0128,01,小盘股的话昨天有没有发现，昨天的话中证1000指数上证150指数其实都是创新高的。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0129,01,那如果是还是犹豫不决的朋友，那现在呢可以考虑赶紧下重手了。,0.0,0.6,-0.2,-0.2,Neutral,train
video_0130,01,跌的时候去买股票，第2点呢这个买你的这个中国的龙头，因为外资最喜欢去买你中国的龙头。,0.0,0.6,0.2,0.2,Neutral,train
video_0130,02,因为外资最喜欢去买你中国的龙头，从长远来看都是相对比较好的。,0.6,0.6,0.6,0.4,Weak Positive,train
video_0131,01,比方说下来或者怎么样，但是如果说这个板块的投资机会其实很难把握啊，已经进入到后末期了。,-0.6,-0.6,-0.6,0.6,Weak Negative,train
video_0132,01,赛道板块需要规避大家伙。,-0.4,-0.4,-0.2,0.0,Weak Negative,train
video_0133,01,在情绪里面还加大了量化基金，什么意思呢，就是你的对手呢，不是人是机器。,0.0,0.0,0.0,0.0,Neutral,train
video_0134,01,所以说呢，我们可以跟着机构的脚步，那就是嗯这个短逻辑短思维来在地产这个产业链或者说地产这个板块来参与的。,0.0,0.2,0.2,0.0,Neutral,train
video_0135,01,也就是说之前几次下跌的反弹都没有扭转这种走势。,-1.0,-1.0,-0.6,-0.4,Strong Negative,train
video_0135,02,只要收盘站稳就可以扭转了。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0135,03,消耗多方力量消耗的久了之后，其实指数短期是存在着很大的向下的一个可能性，所以我们这边依然还是保持谨慎。,0.0,0.8,-1.0,0.0,Neutral,train
video_0136,01,然后多方有点不太愿意攻势从指数角度来讲，但是对于个股来讲，我们发现即使指数没有选择上攻，但是个股的机会此起彼伏，依然有很强的赚钱效应。,0.2,0.6,0.6,-0.2,Neutral,train
video_0136,02,在3400点这指往下到3300点去，肯定会有多方强有力的支撑。,1.0,0.2,1.0,-0.2,Strong Positive,train
video_0137,01,主要是我们周末的这个假期的话消息面的话是偏利好的啊，我们的管理层的话也也谈到这一块啊，绿色能源。,1.0,0.6,0.6,0.0,Strong Positive,train
video_0138,01,如果没有那种急挫的20%以上的一个下跌。,0.0,-0.6,-0.2,0.0,Neutral,train
video_0138,02,那么港股方面的感觉可能跟美股可能会联系得更紧密一点。,0.0,0.2,0.4,0.0,Neutral,train
video_0138,03,只要不出现像去年那种暴跌我觉得都可以啊，一带而过就可以了。,1.0,0.4,0.6,0.2,Strong Positive,train
video_0138,04,一带而过就可以了。,0.6,0.0,0.6,0.6,Weak Positive,train
video_0139,01,我只看好一个板块，就是这个汽车零部件，我觉得下周可以继续做。,1.0,0.2,1.0,0.8,Strong Positive,train
video_0140,01,他还是配置在高估值这一边，所以说从估值的一个角度来看是偏于保守的。,0.2,0.4,0.6,0.0,Neutral,train
video_0141,01,其实呢，我可能倾向于这肯定是肯定是有利空的啊。,-1.0,-0.6,-0.6,0.0,Strong Negative,train
video_0142,01,因为我们昨天给大家讲了，我们的选票就沿着这个成长的路线来就选。,0.0,0.2,0.2,0.0,Neutral,train
video_0143,01,那么包括游戏板块游戏的话，这段时间几个龙头标的也是可圈可点。,1.0,0.6,0.6,1.0,Strong Positive,train
video_0143,02,演绎的也是困境反转。,0.0,0.8,0.0,0.8,Neutral,train
video_0144,01,推沪深300呢，上去下来上去下来是有大的波动，所以呢也不要羡慕啊外围的情况怎么样。,0.0,0.0,0.2,1.0,Neutral,train
video_0145,01,然后这个电啊那其实整体不是太成熟。,-0.6,-0.6,-0.6,0.6,Weak Negative,train
video_0146,01,没有的也就是说有场外资金进来，但是没有大家想象的那么大范围的场外资金进来啊。,-0.6,-0.2,-0.6,1.0,Weak Negative,train
video_0146,02,紧接着白马紧接着赛道他会顶上来。,0.0,0.2,0.2,0.4,Neutral,train
video_0147,01,就是爱风险偏好上移的话他会去做什么做半导体。,0.0,0.4,0.6,0.0,Neutral,train
video_0148,01,啊元宇宙第一，工业母机第二季医美第三。,0.0,0.0,0.6,0.4,Neutral,train
video_0149,01,来增速预期的也不高，增速的预期是来自于明年明年的业绩增速会比较好一点。,0.6,0.6,-0.6,0.0,Weak Positive,train
video_0149,02,增速的预期是来自于明年明年的业绩增速会比较好一点，那么其实对整个光伏是有中期的支撑的。,1.0,0.6,1.0,0.0,Strong Positive,train
video_0150,01,这一块呢，我们觉得今年应该是新年基金呢，应该是大至火爆。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0150,02,火爆的时候呢，其实反而不是一个好的介入时机啊。,-1.0,-0.6,-1.0,-0.2,Strong Negative,train
video_0151,01,那二级市场上有一些煤炭企业表现也是比较不错的，甚至今天有涨，但是同时也有一部分是跌的。,0.6,0.2,0.6,0.4,Weak Positive,train
video_0152,01,其实反过来说其实就是一家公司而已啊，没有别的啊，另外呢整个行业属性来说，其实还是一个偏主题性投资。,0.0,0.0,-0.6,0.6,Neutral,train
video_0152,02,短线操作为好，军工行业呢不值得做长线投资。,-0.2,-0.6,-0.6,0.0,Neutral,train
video_0152,03,所以整体呢，我觉得军工大家记住做主题型，做事件驱动，做短线就可以了。,-0.4,0.2,0.6,0.0,Weak Negative,train
video_0153,01,现在对于大家来说还在纠结军工半导体，还在纠结那个周期煤炭的都有点目光有点短。,-0.6,-0.6,-1.0,0.2,Weak Negative,train
video_0154,01,休息了一个半月该开始动手了，而从11月11号开始我们是积极的转多头方向。,0.6,0.6,1.0,0.2,Weak Positive,train
video_0154,02,当下的市场行情呢，已经掌握了，12月份我个人觉得大家可以呢正在做多的立场可以来积极一点。,1.0,1.0,1.0,-0.2,Strong Positive,train
video_0154,03,而且呢是没有任何的回头非常的坚决，所以这种表现的情况下呢，大家不需要过分恐慌。,0.8,0.2,0.6,0.0,Strong Positive,train
video_0154,04,继续看涨继续看多当然呢，对于市场环境啊，我们也是做了一些细分啊。,0.8,0.6,0.6,0.0,Strong Positive,train
video_0154,05,可能没有多大的一个大级别的一个状态的波动。,0.0,0.0,0.2,-0.2,Neutral,train
video_0154,06,可能更多的是什么还是结构性的分化啊，在前期节目当中我们专门说到了当下最强势的板块最看多的板块是什么呢。,0.0,0.0,0.2,0.0,Neutral,train
video_0155,01,前面低点不破它就是阶段性的调整。,0.0,0.0,0.6,0.0,Neutral,train
video_0155,02,是吧，那你这个时候就分散开来用几个分身去其他的门里面看。,0.0,0.0,0.6,0.4,Neutral,train
video_0156,01,这个这个可能很值钱，因为你不能在真正替代的时候去形成这个这个再去买它对不对。,0.0,0.4,0.6,1.0,Neutral,train
video_0157,01,在低位的时候斩仓，在高位的时候追涨。,0.2,0.0,0.0,0.4,Neutral,train
video_0158,01,就都处在一种这个处在低位，然后呢持续的弱震荡这么一个阶段。,-0.6,0.2,-0.2,0.2,Weak Negative,train
video_0158,02,就是整体的交易性机会不大，哪怕是龙头。,-0.6,-0.6,-0.6,0.0,Weak Negative,train
video_0158,03,其实也没先进多少啊，包括电解铝的这个先进产能。,0.0,-0.6,-0.6,0.4,Neutral,train
video_0158,04,都没有多少，所以短期之内这个板块至少是处在一种放弃的一个阶段，好吧。,-1.0,-0.6,-0.6,0.4,Strong Negative,train
video_0159,01,啊这个是真的难得一见啊，其实这一波的话我倒更看好的是杭州的这个互联网券商这个概念为什么呢。,0.6,0.4,0.6,0.0,Weak Positive,train
video_0159,02,其实杭州的这一家他的量化做得就比较好。,1.0,0.6,0.6,0.0,Strong Positive,train
video_0160,01,就已经把它放到我们的那个筋骨包里面去了。,0.4,0.0,0.2,1.0,Weak Positive,train
video_0161,01,现在军工应该是就是我们的这个装备升级啊，那这个是比较确定性的对吧。,0.0,0.6,0.4,0.6,Neutral,train
video_0161,02,军工里面的一些就是上下上中下游这个产业链当中，你可能是选的还是不错的啊。,0.4,0.6,0.6,0.6,Weak Positive,train
video_0162,01,这个小幅平开也反映出整个资金层面，并不是这个太恐慌啊。,0.0,0.2,0.6,0.0,Neutral,train
video_0162,02,但是你看的话今天就跌了，说明什么叫持续性不强。,-1.0,-0.6,-0.6,0.0,Strong Negative,train
video_0162,03,这是代表近期市场的这么一种特点就是什么这个板块或者是热点的轮动较快。,0.0,-0.4,0.6,-0.2,Neutral,train
video_0162,04,没有持续性，那么意味着整个市场还是会继续维持整个这个就是横向区间的一个震荡，我给了这么一个区间是什么。,0.0,-0.6,0.2,-0.2,Neutral,train
video_0163,01,挖矿就是大家知道吗，就是在矿机这个就是如果你昨天看美股的话，美股的这个矿机是大跌的，这是第1个第2个的话是整个矿机领域产生了这个芯片的应用是占据了最高端的一块。,0.0,-0.4,-0.6,0.0,Neutral,train
video_0163,02,大家平时知道矿机里用的是显卡英伟达生产的这种，那这个矿机里面的代工的芯片都是最先进的制程工艺和最高的价格。,0.0,0.2,0.4,0.0,Neutral,train
video_0163,03,但现在矿机要出事儿，所以说我觉得整个半导体尤其是悉尼之城这一块影响是很大的。,-1.0,-0.6,-1.0,0.0,Strong Negative,train
video_0164,01,那你押的周期如果能够长达10年之久这种我也觉得是比较支持的。,0.6,0.4,0.6,0.6,Weak Positive,train
video_0165,01,蓝筹的白马的，那现在你会怎么想，我都没收益啊，我现在配置这么多。,-0.4,-0.6,-0.6,0.4,Weak Negative,train
video_0165,02,赶紧撤吧，所以呢，有部分打新资金可能在撤退啊。,-0.8,-1.0,-0.6,0.0,Strong Negative,train
video_0165,03,有部分打新资金可能在撤退啊，这是我觉得从资金的层面理解了两方面。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0166,01,所以啊，这几个维度券商的话，基本面不像银行和保险那么差，不像地产那么差，不像教育板块那么差。,1.0,0.2,0.6,0.6,Strong Positive,train
video_0167,01,大家没有发现科创板已经跌了三个月了，什么时候开始跌了啊，就是北交所出来之后。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0167,02,那么其实以前的话有上证主板有深证，主板有中小板和创业板有科创板，现在又来了个北交所，所以说影响最大的应该是科创板。,0.0,-0.2,0.2,0.6,Neutral,train
